BioProject	BioSample	Run	before_nreads	before_nbases	before_q20bases	before_q30bases	before_q20rate	before_q30rate	before_GCcontent	before_meanlength	after_nreads	after_nbases	after_q20bases	after_q30bases	after_q20rate	after_q30rate	after_GCcontent	after_meanlength	filter_n_passed	filter_n_lowquality	filter_n_too_many_N	filter_n_tooshort	filter_n_toolong	duplication_rate
PRJNA197251	SAMN02046345	SRR827687	16557181	827859050	796432897	746362907	0.962039	0.901558	0.460035	50	16540494	827024700	796032643	746050782	0.962526	0.90209	0.459914	50	16540494	16687	0	0	0	0.452519
PRJNA197251	SAMN02046345	SRR827688	13951245	697562250	688489982	674384332	0.986994	0.966773	0.465122	50	13948141	697407050	688417029	674323307	0.987109	0.966901	0.465105	50	13948141	3101	3	0	0	0.505849
PRJNA197251	SAMN02046340	SRR827689	17968871	898443550	863815744	808780822	0.961458	0.900202	0.45723	50	17951023	897551150	863385457	808446658	0.961935	0.900725	0.457134	50	17951023	17848	0	0	0	0.50849
PRJNA197251	SAMN02046340	SRR827690	16878715	843935750	832860943	815340498	0.986877	0.966117	0.462698	50	16874917	843745850	832769568	815263547	0.986991	0.966243	0.462687	50	16874917	3795	3	0	0	0.568631
PRJNA197251	SAMN02046341	SRR827691	21391611	1069580550	1027258893	960000805	0.960432	0.897549	0.461044	50	21367421	1068371050	1026676994	959549410	0.960974	0.898142	0.460954	50	21367421	24190	0	0	0	0.520483
PRJNA197251	SAMN02046341	SRR827692	18699144	934957200	922550470	902852609	0.98673	0.965662	0.466211	50	18694461	934723050	922438056	902758647	0.986857	0.965803	0.46621	50	18694461	4678	5	0	0	0.579489
PRJNA197251	SAMN02046342	SRR827693	19767272	988363600	951157492	891857063	0.962356	0.902357	0.455417	50	19749136	987456800	950722747	891518756	0.962799	0.902843	0.455331	50	19749136	18136	0	0	0	0.387264
PRJNA197251	SAMN02046342	SRR827694	5582690	279134500	275445817	269670113	0.986785	0.966094	0.460341	50	5581522	279076100	275418739	269647762	0.986895	0.966216	0.460332	50	5581522	1167	1	0	0	0.377086
PRJNA197251	SAMN02046343	SRR827695	15981537	799076850	768355347	719017445	0.961554	0.89981	0.461087	50	15964989	798249450	767957045	718706791	0.962051	0.900354	0.461005	50	15964989	16548	0	0	0	0.435485
PRJNA197251	SAMN02046343	SRR827696	20185127	1009256350	995825611	974462865	0.986692	0.965526	0.465852	50	20180322	1009016100	995710997	974367036	0.986814	0.965661	0.465848	50	20180322	4796	9	0	0	0.5125
PRJNA197251	SAMN02046344	SRR827697	11554190	577709500	570705330	553827841	0.987876	0.958661	0.464589	50	11549055	577452750	570570299	553714666	0.988081	0.958892	0.464563	50	11549055	3858	1277	0	0	0.443827
PRJNA197251	SAMN02046344	SRR827698	14798160	739908000	723013341	688459737	0.977167	0.930467	0.462012	50	14775817	738790850	722517144	688112018	0.977973	0.931403	0.461828	50	14775817	22343	0	0	0	0.44793
PRJNA197379	SAMN02047225	SRR830182	97694336	9547332757	9440656046	9071467005	0.988827	0.950157	0.44883	98	97628924	9531495266	9426101969	9058290436	0.988943	0.950354	0.448866	98	97628924	13220	52192	0	0	0.0466821
PRJNA197379	SAMN02047226	SRR830183	121236438	11856824110	11730203874	11287433241	0.989321	0.951978	0.45005	98	121155496	11837551320	11712493856	11271359736	0.989436	0.95217	0.450084	98	121155496	15748	65194	0	0	0.0454534
PRJNA197379	SAMN02047227	SRR830184	83172824	8131952472	8045093954	7738122524	0.989319	0.95157	0.452575	98	83119152	8118529433	8032710167	7726869142	0.989429	0.951757	0.452613	98	83119152	8826	44846	0	0	0.0399194
PRJNA197379	SAMN02047228	SRR830185	138728854	13521384361	13231579643	12591784401	0.978567	0.93125	0.456927	97	137930038	13433297664	13161199770	12527676338	0.979745	0.932584	0.45734	97	137930038	371316	427500	0	0	0.107919
PRJNA197379	SAMN02047229	SRR830186	89700996	8752271384	8570438051	8161660222	0.979224	0.932519	0.454049	97	89208576	8697874520	8526922750	8121868025	0.980346	0.933776	0.45446	97	89208576	221514	270906	0	0	0.0672625
PRJNA197379	SAMN02047230	SRR830187	163549160	15945675708	15613052405	14869654665	0.97914	0.93252	0.456864	97	162626088	15843623186	15531409332	14795193876	0.980294	0.933826	0.45728	97	162626088	418554	504518	0	0	0.112561
PRJNA197379	SAMN02047231	SRR830188	78684840	7357354569	7007795170	6305040655	0.952488	0.856971	0.453675	95	78440912	7332932488	6987924951	6288825554	0.952951	0.857614	0.453736	95	78440912	146224	97704	0	0	0.0550689
PRJNA197379	SAMN02047232	SRR830189	103331354	9678736404	9226077653	8313784599	0.953232	0.858974	0.450639	95	103021024	9647137922	9200250918	8292624482	0.953677	0.859594	0.450698	95	103021024	181304	129026	0	0	0.0536168
PRJNA197379	SAMN02047233	SRR830190	182506258	17089497887	16284545959	14662433121	0.952898	0.857979	0.448644	95	181971908	17035189090	16240189611	14626182211	0.953332	0.858586	0.448697	95	181971908	306262	228088	0	0	0.0771264
PRJNA197379	SAMN02047234	SRR830191	131657654	12096047296	11287491770	9779579140	0.933155	0.808494	0.443082	92	131395354	12066155147	11263372146	9760763988	0.933468	0.808937	0.443103	92	131395354	187440	74860	0	0	0.0534459
PRJNA197379	SAMN02047235	SRR830192	82497810	7606971074	7108901973	6177150431	0.934525	0.812038	0.439933	92	82337294	7589496112	7094910132	6166197614	0.934833	0.812465	0.439949	92	82337294	115862	44654	0	0	0.0504091
PRJNA197379	SAMN02047236	SRR830193	101236154	9318684258	8711386189	7566500677	0.93483	0.811971	0.441513	92	101047992	9296839413	8693639806	7552589995	0.935118	0.812383	0.441535	92	101047992	130380	57782	0	0	0.047888
PRJNA197379	SAMN02047237	SRR830194	112020064	10494353124	9966551532	8939619472	0.949706	0.85185	0.446174	95	111483010	10440988003	9921019856	8900985487	0.950199	0.852504	0.446227	95	111483010	245056	103636	188362	0	0.0616699
PRJNA197379	SAMN02047238	SRR830195	200840654	18807879488	17863668724	16025247439	0.949797	0.85205	0.445514	95	200227034	18747960873	17815850373	15986482440	0.950282	0.852705	0.445557	95	200227034	428458	185162	0	0	0.0819238
PRJNA197379	SAMN02047239	SRR830196	152775508	14319394437	13602709528	12207836899	0.94995	0.852539	0.444004	95	151632368	14206581084	13502083344	12120256712	0.95041	0.853144	0.444044	95	151632368	320354	140892	681894	0	0.0743715
PRJNA197379	SAMN02047240	SRR830197	137770240	12920996932	12333779590	11102047662	0.954553	0.859225	0.444013	95	137486290	12891436585	12309891579	11082711407	0.954889	0.859696	0.444038	95	137486290	212178	71772	0	0	0.0742316
PRJNA197379	SAMN02047241	SRR830198	144856016	13545056603	12929089422	11613192483	0.954525	0.857375	0.450792	95	144576058	13514320475	12903958558	11592760675	0.954836	0.857813	0.450825	95	144576058	204482	75476	0	0	0.0618377
PRJNA197379	SAMN02047242	SRR830199	187047582	17526353856	16728493729	15053081329	0.954477	0.858883	0.445735	95	186658084	17485648175	16695614471	15026491405	0.95481799999999994	0.859361	0.445759	95	186658084	291184	98314	0	0	0.0888806
PRJNA197379	SAMN02047243	SRR830200	125723220	11801047046	11324288745	10266554084	0.9596	0.86997	0.44459	95	124401734	11670040008	11202119491	10157039416	0.959904	0.870352	0.444586	95	124401734	189740	60422	1071324	0	0.0759542
PRJNA197379	SAMN02047244	SRR830201	164014250	15364500286	14727209797	13306466768	0.958522	0.866053	0.449439	95	163322812	15293278686	14663604519	13251261949	0.958827	0.866476	0.449479	95	163322812	231214	77830	382394	0	0.101639
PRJNA197379	SAMN02047250	SRR830202	185522926	17390031881	16669039905	15071237433	0.95854	0.86666	0.446863	95	183611152	17198601035	16490604956	14911665537	0.958834	0.867028	0.446889	95	183611152	274668	89670	1547436	0	0.100268
PRJNA197379	SAMN02047245	SRR830203	249252644	23247005647	22107897912	19715284211	0.951	0.848078	0.461341	95	248555612	23177634149	22052190621	19670496708	0.951443	0.848684	0.461389	95	248555612	431672	265360	0	0	0.131097
PRJNA197379	SAMN02047246	SRR830204	99858378	9353060618	8900461934	7962720656	0.95161	0.851349	0.448752	95	98745978	9243766720	8800276218	7874447888	0.952023	0.851866	0.448801	95	98745978	178958	102424	831018	0	0.0832357
PRJNA197379	SAMN02047247	SRR830205	102128318	9581397878	9123311302	8170330377	0.95219	0.852728	0.446964	95	99949282	9368753473	8924451970	7993018168	0.952576	0.853157	0.446977	95	99949282	182678	107642	1888716	0	0.105762
PRJNA197379	SAMN02047248	SRR830206	126139980	11927705974	11367846728	10294383864	0.953062	0.863065	0.444054	96	125075458	11818424696	11266748977	10204081793	0.953321	0.863405	0.444047	96	125075458	163402	51002	850118	0	0.0689242
PRJNA197379	SAMN02047249	SRR830207	116586670	11014166095	10497172327	9494998458	0.953061	0.862071	0.446928	96	115207368	10874534819	10366473020	9377576636	0.95328	0.862343	0.44693	96	115207368	134930	46980	1197392	0	0.0684444
PRJNA197379	SAMN02047222	SRR830208	140658522	13310234381	12696896127	11512990126	0.95392	0.864973	0.442281	96	138619806	13104629122	12503516408	11338482952	0.95413	0.865227	0.442218	96	138619806	162302	55426	1820988	0	0.075608
PRJNA197379	SAMN02047223	SRR830209	136221110	12589338930	11847644578	10379686752	0.941086	0.824482	0.438847	94	135940748	12559593659	11823756344	10360799991	0.941412	0.824931	0.438871	94	135940748	208774	71588	0	0	0.0303022
PRJNA197379	SAMN02047224	SRR830210	158213288	14624353615	13772751347	12067598150	0.941768	0.825171	0.445466	94	156759962	14480085336	13640915629	11953452621	0.942047	0.82551	0.445497	94	156759962	231338	83536	1138452	0	0.0573806
PRJNA197379	SAMN02047251	SRR830211	86676496	8029769359	7564630891	6643752058	0.942073	0.82739	0.434048	94	86499002	8010731992	7549315878	6631621714	0.9424	0.827842	0.434069	94	86499002	132376	45118	0	0	0.022869
PRJNA509520	SAMN10502533	SRR8302178	173641230	26046184500	25552808186	24795846715	0.981058	0.951995	0.426923	150	167927430	25083533758	24658118840	23953340421	0.98304	0.954943	0.427793	148	167927430	1199260	7718	4506822	0	0.510312
PRJNA509520	SAMN10502533	SRR8302179	166503906	24975585900	24429933713	23657062807	0.978153	0.947208	0.425923	150	163426252	24464903193	24008084130	23288440479	0.981328	0.951912	0.426861	149	163426252	1772050	7650	1297954	0	0.479606
PRJNA509520	SAMN10502532	SRR8302180	180325276	27048791400	26512035506	25654680506	0.980156	0.948459	0.42288	150	177588714	26572665249	26119144609	25314474765	0.982933	0.952651	0.423566	149	177588714	1576642	10496	1149424	0	0.504805
PRJNA509520	SAMN10502533	SRR8302181	187605652	28140847800	27608419634	26779404442	0.98108	0.95162	0.448382	150	186471254	27936118492	27464577886	26671181448	0.983121	0.95472	0.448336	149	186471254	1125496	8902	0	0	0.491174
PRJNA509520	SAMN10502532	SRR8302182	137683480	17210435000	16599762244	15853978634	0.964517	0.921184	0.34502	125	137679792	17168563206	16562996319	15822001203	0.964728	0.921568	0.344863	124	137679792	0	3688	0	0	0.0249852
PRJNA509520	SAMN10502533	SRR8302183	143026610	17878326250	17466939629	16948339369	0.97699	0.947982	0.346048	125	143024184	17825922950	17419551249	16905711533	0.977203	0.948378	0.345848	124	143024184	0	2426	0	0	0.0266172
PRJNA509520	SAMN10502532	SRR8302184	138501482	20775222300	20339493980	19735240540	0.979027	0.949941	0.452007	150	137526068	20588078410	20208845689	19635308883	0.98158	0.953722	0.451697	149	137526068	968760	6654	0	0	0.357403
PRJNA509520	SAMN10502532	SRR8302185	194899396	29234909400	28666138644	27740813047	0.980545	0.948893	0.426143	150	192474220	28850054413	28357567031	27481027314	0.982929	0.952547	0.426702	149	192474220	1492408	11898	920870	0	0.581363
PRJNA509520	SAMN10502533	SRR8302186	201912058	30286808700	29539790823	28422495444	0.975335	0.938445	0.42390099999999997	150	197989464	29605342860	28995028589	27967003928	0.979385	0.944661	0.424855	149	197989464	2353324	13410	1555860	0	0.568501
PRJNA509520	SAMN10502532	SRR8302187	161728348	24259252200	23743569160	22971634466	0.978743	0.946923	0.425273	150	159517240	23899319929	23454439083	22726868240	0.981385	0.950942	0.42572	149	159517240	1398208	9540	803360	0	0.490234
PRJNA509520	SAMN10502532	SRR8302188	174907932	26236189800	25721109115	24929104238	0.980368	0.95018	0.446963	150	173816836	26034459120	25579780960	24822647498	0.982536	0.953454	0.446872	149	173816836	1083136	7960	0	0	0.536509
PRJNA509520	SAMN10502533	SRR8302189	167586564	25137984600	24592226776	23856655166	0.97829	0.949028	0.459058	150	166384580	24908076304	24430019668	23730309246	0.980807	0.952715	0.458807	149	166384580	1194706	7278	0	0	0.406408
PRJNA509520	SAMN10502532	SRR8302190	151117566	22667634900	22222870434	21537285843	0.980379	0.950134	0.441621	150	150210224	22500636658	22105373997	21449064448	0.982433	0.953265	0.441505	149	150210224	899020	8322	0	0	0.449738
PRJNA509520	SAMN10502533	SRR8302191	141905820	21285873000	20813974647	20166484686	0.97783	0.947412	0.457768	150	140848238	21085836094	20673191084	20058348259	0.98043	0.951271	0.457441	149	140848238	1051244	6338	0	0	0.377707
PRJNA509794	SAMN10588604	SRR8305928	36618332	1824180704	0	0	0	0	0.459701	49	0	0	0	0	0	0	0	0	0	36618332	0	0	0	0.508407
PRJNA509794	SAMN10588623	SRR8305929	28263834	1408302955	0	0	0	0	0.451439	49	0	0	0	0	0	0	0	0	0	28263834	0	0	0	0.339016
PRJNA509794	SAMN10588624	SRR8305930	41604932	2071248630	0	0	0	0	0.446915	49	0	0	0	0	0	0	0	0	0	41604932	0	0	0	0.247541
PRJNA509794	SAMN10588620	SRR8305931	30667338	1520578164	0	0	0	0	0.43797	49	0	0	0	0	0	0	0	0	0	30667338	0	0	0	0.082505
PRJNA509794	SAMN10588619	SRR8305932	22259830	1103796525	0	0	0	0	0.438814	49	0	0	0	0	0	0	0	0	0	22259830	0	0	0	0.130358
PRJNA509794	SAMN10588612	SRR8305933	41686044	2076791843	0	0	0	0	0.457002	49	0	0	0	0	0	0	0	0	0	41686044	0	0	0	0.327534
PRJNA509794	SAMN10588611	SRR8305934	38572758	1921970468	0	0	0	0	0.453129	49	0	0	0	0	0	0	0	0	0	38572758	0	0	0	0.388351
PRJNA509794	SAMN10588610	SRR8305935	37740406	1880546484	0	0	0	0	0.454191	49	0	0	0	0	0	0	0	0	0	37740406	0	0	0	0.389444
PRJNA509794	SAMN10588609	SRR8305936	45525566	2266128188	0	0	0	0	0.455594	49	0	0	0	0	0	0	0	0	0	45525566	0	0	0	0.217009
PRJNA509794	SAMN10588616	SRR8305937	37007800	1841393991	0	0	0	0	0.461503	49	0	0	0	0	0	0	0	0	0	37007800	0	0	0	0.2377
PRJNA509794	SAMN10588615	SRR8305938	29775582	1476165821	0	0	0	0	0.447081	49	0	0	0	0	0	0	0	0	0	29775582	0	0	0	0.119863
PRJNA509794	SAMN10588614	SRR8305939	32244678	1598599089	0	0	0	0	0.446313	49	0	0	0	0	0	0	0	0	0	32244678	0	0	0	0.165782
PRJNA509794	SAMN10588613	SRR8305940	22383450	1109513938	0	0	0	0	0.450913	49	0	0	0	0	0	0	0	0	0	22383450	0	0	0	0.0900381
PRJNA509794	SAMN10588621	SRR8305941	25333272	1256097800	0	0	0	0	0.437666	49	0	0	0	0	0	0	0	0	0	25333272	0	0	0	0.0807955
PRJNA509794	SAMN10588618	SRR8305942	29030692	1439328827	0	0	0	0	0.442683	49	0	0	0	0	0	0	0	0	0	29030692	0	0	0	0.0992935
PRJNA509794	SAMN10588617	SRR8305943	27929224	1384643800	0	0	0	0	0.447096	49	0	0	0	0	0	0	0	0	0	27929224	0	0	0	0.10682
PRJNA509794	SAMN10588622	SRR8305944	48728520	2426224376	0	0	0	0	0.437779	49	0	0	0	0	0	0	0	0	0	48728520	0	0	0	0.150954
PRJNA509794	SAMN10588597	SRR8305945	30249398	1499610576	0	0	0	0	0.445621	49	0	0	0	0	0	0	0	0	0	30249398	0	0	0	0.125212
PRJNA509794	SAMN10588598	SRR8305946	30029102	1488753802	0	0	0	0	0.444594	49	0	0	0	0	0	0	0	0	0	30029102	0	0	0	0.107486
PRJNA509794	SAMN10588591	SRR8305947	43215822	2153373621	0	0	0	0	0.457536	49	0	0	0	0	0	0	0	0	0	43215822	0	0	0	0.382733
PRJNA509794	SAMN10588592	SRR8305948	28445878	1415894517	0	0	0	0	0.451075	49	0	0	0	0	0	0	0	0	0	28445878	0	0	0	0.458608
PRJNA509794	SAMN10588589	SRR8305949	81029110	4038093130	0	0	0	0	0.454818	49	0	0	0	0	0	0	0	0	0	81029110	0	0	0	0.650797
PRJNA509794	SAMN10588590	SRR8305950	43570118	2170902415	0	0	0	0	0.45629	49	0	0	0	0	0	0	0	0	0	43570056	0	62	0	0.309136
PRJNA509794	SAMN10588595	SRR8305951	35239094	1754329135	0	0	0	0	0.449821	49	0	0	0	0	0	0	0	0	0	35239094	0	0	0	0.342956
PRJNA509794	SAMN10588607	SRR8305952	36451340	1816538825	0	0	0	0	0.45581700000000003	49	0	0	0	0	0	0	0	0	0	36451340	0	0	0	0.472745
PRJNA509794	SAMN10588608	SRR8305953	46893858	2337142808	0	0	0	0	0.452675	49	0	0	0	0	0	0	0	0	0	46893858	0	0	0	0.351298
PRJNA509794	SAMN10588601	SRR8305954	88615806	4410920627	0	0	0	0	0.459436	49	0	0	0	0	0	0	0	0	0	88615806	0	0	0	0.260942
PRJNA509794	SAMN10588602	SRR8305955	30693998	1527944754	0	0	0	0	0.454062	49	0	0	0	0	0	0	0	0	0	30693998	0	0	0	0.405716
PRJNA509794	SAMN10588599	SRR8305956	26157584	1296586047	0	0	0	0	0.452292	49	0	0	0	0	0	0	0	0	0	26157584	0	0	0	0.101874
PRJNA509794	SAMN10588600	SRR8305957	29673872	1471039381	0	0	0	0	0.44697	49	0	0	0	0	0	0	0	0	0	29673872	0	0	0	0.158356
PRJNA509794	SAMN10588605	SRR8305958	37588716	1873078720	0	0	0	0	0.45458	49	0	0	0	0	0	0	0	0	0	37588712	0	4	0	0.448922
PRJNA509794	SAMN10588606	SRR8305959	39072842	1946904583	0	0	0	0	0.458549	49	0	0	0	0	0	0	0	0	0	39072842	0	0	0	0.213509
PRJNA509794	SAMN10588603	SRR8305960	43755880	2178148673	0	0	0	0	0.454876	49	0	0	0	0	0	0	0	0	0	43755880	0	0	0	0.168029
PRJNA509794	SAMN10588596	SRR8305961	31330846	1559807780	0	0	0	0	0.447674	49	0	0	0	0	0	0	0	0	0	31330846	0	0	0	0.459308
PRJNA509794	SAMN10588593	SRR8305962	33591340	1671408751	0	0	0	0	0.461534	49	0	0	0	0	0	0	0	0	0	33591340	0	0	0	0.232524
PRJNA509794	SAMN10588594	SRR8305963	32380908	1611914304	0	0	0	0	0.449709	49	0	0	0	0	0	0	0	0	0	32380908	0	0	0	0.394777
PRJNA509458	SAMN10581428	SRR8312553	83401275	6255095625	5632844214	4890868631	0.900521	0.781901	0.43579	75	82284561	6170242064	5576616468	4846396951	0.903792	0.785447	0.435231	74	82284561	395931	58	720725	0	0.676727
PRJNA509458	SAMN10581538	SRR8312554	22080364	2208036400	2031927983	1830724140	0.920242	0.829119	0.450328	100	20958786	2095878600	1985021088	1793854598	0.947107	0.855896	0.445976	100	20958786	1116275	5303	0	0	0.395789
PRJNA509458	SAMN10581537	SRR8312555	62959392	6295939200	5821429807	5273747090	0.924632	0.837643	0.448862	100	60185470	6018547000	5705968297	5182657248	0.948064	0.861114	0.444721	100	60185470	2759900	14022	0	0	0.441963
PRJNA509458	SAMN10581536	SRR8312556	49413463	4941346300	4578296800	4133418932	0.926528	0.836497	0.444873	100	47174003	4717400300	4485462337	4060727550	0.950834	0.860798	0.440743	100	47174003	2227217	12243	0	0	0.405504
PRJNA509458	SAMN10581535	SRR8312557	53967682	5396768200	5010494652	4530707368	0.928425	0.839522	0.443501	100	51599378	5159937800	4912131280	4453492283	0.951975	0.86309	0.43943	100	51599378	2354807	13497	0	0	0.397576
PRJNA509458	SAMN10581534	SRR8312558	60103065	6010306500	5584744966	5049821007	0.929195	0.840194	0.43919	100	57536937	5753693700	5477962882	4965872486	0.952078	0.863076	0.435467	100	57536937	2551091	15037	0	0	0.399776
PRJNA509458	SAMN10581533	SRR8312559	64779838	6477983800	5941544775	5375140304	0.91719	0.829755	0.463509	100	61344831	6134483100	5799869646	5262118614	0.945454	0.857793	0.458	100	61344831	3420936	14071	0	0	0.542486
PRJNA509458	SAMN10581532	SRR8312560	77180381	5788528575	5201643796	4573723702	0.898612	0.790136	0.486378	75	76868040	5765103000	5189710821	4566577382	0.900194	0.792107	0.486155	75	76868040	312339	2	0	0	0.787075
PRJNA509458	SAMN10581530	SRR8312561	83830920	6287319000	5697105932	4946603309	0.906126	0.786759	0.434688	75	83276353	6243900231	5672031820	4929899617	0.908412	0.789555	0.434472	74	83276353	411190	21	143356	0	0.49502
PRJNA509458	SAMN10581529	SRR8312562	10092973	756972975	579770637	431655259	0.765907	0.570239	0.474405	75	8835693	662676975	552071366	411860212	0.833093	0.62151	0.462119	75	8835693	1251132	6148	0	0	0.061178
PRJNA514200	SAMN10721140	SRR8427362	25372180	2516762532	2483847467	2414280948	0.986922	0.95928	0.454772	99	25285900	2475629029	2445187993	2377524626	0.987704	0.960372	0.453998	97	25285900	20153	2317	63810	0	0.540468
PRJNA514200	SAMN10721141	SRR8427363	37691731	3738123678	3691528092	3589953991	0.987535	0.960363	0.441825	99	37658760	3692516474	3647478843	3547521857	0.987803	0.960733	0.440877	98	37658760	19162	3441	10368	0	0.473646
PRJNA514200	SAMN10721142	SRR8427364	23727017	2352916540	2324305915	2260974701	0.98784	0.960924	0.451602	99	23708926	2323276679	2295573304	2233241375	0.988076	0.961246	0.450734	97	23708926	10913	2216	4962	0	0.472732
PRJNA514200	SAMN10721143	SRR8427365	22378982	2218497788	2191356274	2131671582	0.987766	0.960863	0.448852	99	22361496	2189819092	2163596936	2104900377	0.988025	0.961221	0.447934	97	22361496	11605	2084	3797	0	0.427935
PRJNA514200	SAMN10721136	SRR8427366	29875777	2963697629	2926441026	2845727299	0.987429	0.960195	0.44635	99	29849293	2932433055	2896442276	2816903696	0.987727	0.960603	0.445586	98	29849293	17647	2757	6080	0	0.478017
PRJNA514200	SAMN10721137	SRR8427367	20569129	2039286730	2014589490	1959645589	0.987889	0.960947	0.452736	99	20554854	2013292859	1989338747	1935249685	0.988102	0.961236	0.451861	97	20554854	8755	1875	3645	0	0.423343
PRJNA514200	SAMN10721138	SRR8427368	23663582	2348093151	2318305477	2254088079	0.987314	0.959965	0.444005	99	23642808	2324755333	2295937713	2232609761	0.987604	0.960363	0.443255	98	23642808	13660	2093	5021	0	0.45738
PRJNA514200	SAMN10721139	SRR8427369	24553476	2435190465	2402861077	2335209561	0.986724	0.958943	0.450414	99	24482439	2400273923	2370031723	2303958193	0.987401	0.959873	0.449638	98	24482439	19262	2288	49487	0	0.488016
PRJNA514200	SAMN10721144	SRR8427370	27673846	2746023469	2713658419	2640908501	0.988214	0.961721	0.441451	99	27650209	2718381825	2687047636	2615286226	0.988473	0.962075	0.44069	98	27650209	12483	929	10225	0	0.44369
PRJNA514200	SAMN10721145	SRR8427371	25200882	2498235080	2466052519	2397584027	0.987118	0.959711	0.437039	99	25132805	2455056940	2425222909	2358643446	0.987848	0.960729	0.435826	97	25132805	25768	858	41451	0	0.404652
PRJNA514200	SAMN10721179	SRR8427372	21327385	2113913154	2086547033	2027686514	0.987054	0.95921	0.468743	99	21291632	2083141273	2057190383	1999563368	0.987542	0.959879	0.468058	97	21291632	16826	1923	17004	0	0.477375
PRJNA514200	SAMN10721174	SRR8427373	20636498	2044310377	2016390600	1957378433	0.986343	0.957476	0.446301	99	20613561	2015048913	1988293485	1930384720	0.986722	0.957984	0.445222	97	20613561	15981	989	5967	0	0.392141
PRJNA514200	SAMN10721175	SRR8427374	22488050	2229200616	2201227815	2140841927	0.987452	0.960363	0.448118	99	22467486	2202674024	2175712988	2116274281	0.98776	0.960775	0.447241	98	22467486	14193	2063	4308	0	0.427934
PRJNA514200	SAMN10721172	SRR8427375	14359303	1423514237	1404722030	1363792395	0.986799	0.958046	0.459922	99	14351855	1409928433	1391553590	1351084870	0.986968	0.958265	0.459292	98	14351855	5438	690	1320	0	0.350156
PRJNA514200	SAMN10721173	SRR8427376	19094540	1892361260	1866138459	1810749920	0.986143	0.956873	0.45782	99	19069669	1868202377	1843067127	1788645902	0.986546	0.957415	0.45705	97	19069669	14372	946	9553	0	0.400961
PRJNA514200	SAMN10721170	SRR8427377	9847269	976342331	963412901	935532405	0.986757	0.958201	0.454968	99	9840267	966276219	953707943	926184695	0.986993	0.95850900000000006	0.454265	98	9840267	4913	472	1617	0	0.344997
PRJNA514200	SAMN10721171	SRR8427378	20503738	2033002400	2005288438	1946402646	0.986368	0.957403	0.452857	99	20481123	2010779056	1984111689	1926152074	0.986738	0.957913	0.452153	98	20481123	14473	1001	7141	0	0.399796
PRJNA514200	SAMN10721168	SRR8427379	25443012	2521804580	2487812199	2415234300	0.986521	0.95774	0.449655	99	25412925	2491861812	2459209191	2387838925	0.986896	0.958255	0.448847	98	25412925	17514	1181	11392	0	0.41942
PRJNA514200	SAMN10721169	SRR8427380	20043049	1987958453	1961193502	1904141092	0.986536	0.957837	0.451094	99	20022509	1969374579	1943566152	1887316328	0.986895	0.958333	0.450499	98	20022509	13787	954	5799	0	0.415256
PRJNA514200	SAMN10721166	SRR8427381	57520568	5702978149	5623881541	5457764604	0.986131	0.957003	0.448039	99	57458476	5634946763	5558746172	5395308319	0.986477	0.957473	0.447203	98	57458476	38991	2711	20390	0	0.469688
PRJNA514200	SAMN10721167	SRR8427382	16889301	1674133460	1651358704	1603008885	0.986396	0.957516	0.451959	99	16872910	1655056077	1633124237	1585538469	0.986749	0.957997	0.451209	98	16872910	12182	776	3433	0	0.425217
PRJNA514200	SAMN10721146	SRR8427383	22192100	2200786172	2174314826	2115608372	0.987972	0.961297	0.439676	99	22166529	2173537211	2148188330	2090480579	0.988337	0.961787	0.438703	98	22166529	14652	722	10197	0	0.422023
PRJNA514200	SAMN10721147	SRR8427384	20653286	2048005385	2023298929	1968523716	0.987936	0.961191	0.439967	99	20631416	2024079325	2000424492	1946590544	0.988313	0.961717	0.439058	98	20631416	14577	705	6588	0	0.421889
PRJNA514200	SAMN10721148	SRR8427385	20903446	2072620253	2045794697	1988955132	0.987057	0.959633	0.442652	99	20842869	2039066214	2014280561	1958975117	0.987845	0.960722	0.441548	97	20842869	22708	653	37216	0	0.430883
PRJNA514200	SAMN10721149	SRR8427386	21708115	2152493443	2125793865	2067527347	0.987596	0.960527	0.441515	99	21677452	2123627353	2098231224	2041102159	0.988041	0.96114	0.44051	97	21677452	16975	766	12922	0	0.379564
PRJNA514200	SAMN10721150	SRR8427387	26617069	2638136536	2606397556	2536051747	0.987969	0.961304	0.447934	99	26570821	2596390734	2566303998	2497458155	0.988412	0.961896	0.446835	97	26570821	16367	900	28981	0	0.428492
PRJNA514200	SAMN10721151	SRR8427388	19498275	1931444895	1906662864	1854030394	0.987169	0.959919	0.434061	99	19438862	1894218782	1871444348	1820447518	0.987977	0.961055	0.432617	97	19438862	20768	650	37995	0	0.37309
PRJNA514200	SAMN10721152	SRR8427389	27765044	2752886970	2720374575	2647190910	0.98819	0.961605	0.441568	99	27743509	2722655412	2691183888	2619039320	0.988441	0.961943	0.440702	98	27743509	13352	938	7245	0	0.38334
PRJNA514200	SAMN10721153	SRR8427390	43325617	4292048208	4239282968	4123620525	0.987706	0.960758	0.441756	99	43265969	4235373734	4185374694	4071945848	0.988195	0.961414	0.440767	97	43265969	41454	1421	16773	0	0.488788
PRJNA514200	SAMN10721154	SRR8427391	24104763	2389455288	2362181367	2299016788	0.988586	0.962151	0.454578	99	24091982	2365618959	2339044767	2276642290	0.988766	0.962388	0.453894	98	24091982	9184	812	2785	0	0.407699
